公司名称,流动比率,资产负债率,应收账款周转率,总资产周转率,净资产收益率,资产报酬率,净利润增长率,总资产增长率
百联股份,0.875026,0.733377,497.630435,1.555197,0.106716,0.023519,-0.770442,0.068308
茂业商业,0.35183,0.730167,245.587722,0.974151,0.257025,0.091115,1.524881,0.179962
人民同泰,1.514603,0.434288,9.073195,0.890132,0.170232,0.10106,0.056903,0.087385
香溢融通,1.671402,0.349892,18.140033,0.506176,0.040551,0.028818,-0.833305,0.48391
广电网络,0.497559,0.560394,38.806172,0.31895,0.037557,0.035166,-2.516923,-0.131721
东方明珠,1.340757,0.284816,186.519361,0.178154,0.066878,0.054569,0.26825,0.182147
第一医药,1.333744,0.466727,15.18408,1.637268,0.06361,0.036289,-0.008424,-0.15427
申通地铁,0.097648,0.244631,98.981234,0.682051,0.08094,0.069025,-0.780865,0.175854
上海机电,1.775754,0.408729,13.230883,0.997173,0.156118,0.084574,0.054755,0.044972
界龙实业,1.046748,0.75621,8.701393,0.400043,0.055632,0.032049,75.005952,0.266225
海通证券,,0.482674,,0.080108,0.087611,,0.001932,-0.216677
上海九百,0.3825,0.459529,5.447969,0.230774,0.005624,0.030981,14.365295,0.009775
四川长虹,1.147191,0.560614,11.024944,0.972327,0.02081,0.015202,-1.023501,0.169978
新湖创业,1.912413,0.366696,1576.412182,0.62278,0.402309,0.267481,-1.040221,-0.257442
上柴股份,2.289318,0.32023,16.15202,1.250744,0.001079,-0.003948,-3.586982,-0.190407
中西药业,0.830331,0.514006,4.526845,0.477424,0.058357,0.047007,-1.112246,-0.195996
上工申贝,1.621095,0.723375,8.092249,1.094874,-0.058796,0.018761,11.117771,-0.141879
丹化科技,0.231466,0.603793,35.174439,0.524011,0.060393,0.055693,-2.981455,-0.061562
宝信软件,1.708888,0.536937,3.067507,1.193575,0.228449,0.101478,-0.507146,0.285955
同济科技,1.200044,0.680245,25.14133,0.412243,0.014277,0.013563,-5.806199,0.082621
万里股份,0.849974,0.667728,7.87691,0.293106,-0.244217,-0.061188,-34.670946,-0.030489
上海临港,1.011995,0.85656,3.119071,1.003815,0.050688,0.036128,0.690557,0.13935
上药转换,0.989424,0.730545,6.315944,2.133685,0.061937,0.03738,-0.823237,0.088402
华东电脑,1.582278,0.582457,4.965909,1.636962,0.055771,0.027791,-1.488078,0.094095
海欣股份,1.002598,0.333889,5.452736,0.340391,-0.160945,-0.085721,10.468515,-0.529634
龙建股份,1.026054,0.833492,3.882424,0.525859,0.016698,0.006246,4.942199,0.095681
春兰股份,3.312506,0.184471,4.240284,0.328824,-0.028539,-0.021953,-4.035348,-0.271171
航天长峰,3.463889,0.220757,3.134364,0.46205,-0.037031,-0.028526,0.677641,-0.091665
中天能源,0.298218,0.678051,85.315115,0.680927,-0.276141,-0.03872,-10.138504,-0.091711
宁波中百,1.677031,0.289197,29.33729,1.609057,0.026018,0.02333,-0.39934,-0.171986
银座股份,0.820196,0.563742,,1.314909,0.100519,0.054988,-0.20563,0.561228
王府井,0.445531,0.654135,132.862697,1.644491,0.173935,0.066666,0.268291,-0.048424
京城股份,1.101546,0.529054,2.540257,0.387366,-0.306481,-0.131236,2.859254,-0.116067
北京城乡,1.97766,0.211035,140.286148,0.616199,0.041479,0.033524,3.208025,0.020586
南通科技,0.834901,0.838166,4.747539,0.259274,0.183879,0.031983,-2.486118,0.444439
内蒙华电,0.35848,0.770299,11.041296,0.313228,-0.114903,0.015883,2.444103,-0.018329
哈投股份,0.677795,0.459414,21.661181,0.185605,0.165082,0.098295,-0.980833,-0.345513
百大集团,2.963801,0.217124,50.943677,1.30732,0.09718,0.074597,-0.058559,-0.089524
星湖科技,1.032202,0.42777,13.846809,0.72383,0.03627,0.046932,-0.252456,0.005637
通化东宝,1.580213,0.339734,1.678559,0.253786,0.031084,0.031636,-1.608386,-0.04305
梅雁吉祥,0.102585,0.618328,8.798855,0.116205,0.088692,0.092595,-1.596254,-0.30761
智慧能源,0.896671,0.718904,3.099322,0.753522,-0.728658,-0.180446,-17.641751,-0.110308
厦华电子,0.459164,1.793737,9.492231,2.55362,0.916659,-0.626663,6.527733,-0.560042
石化油服,2.216646,0.208368,79.969976,1.808722,-0.246914,-0.200924,3.587698,-0.164356
中炬高新,2.230331,0.29908,17.870328,0.365107,0.046277,0.043015,0.414358,0.036996
梅花生物,1.047002,0.680952,8.657227,1.05126,0.04743,0.046158,-0.739261,-0.015681
创业环保,0.994698,0.573269,1.451185,0.153342,0.072372,0.059254,0.214801,0.271901
东方电气,1.041426,0.956896,3.006051,0.495014,0.086548,0.006963,-2.738973,0.551997
洛阳玻璃,0.457612,0.870264,14.352975,0.660227,-0.132975,0.025578,-2.440714,-0.017862
中国嘉陵,0.7522,0.735634,7.348622,1.04075,0.014771,0.032304,1.855362,0.061058
航天电子,1.694796,0.453261,3.479955,0.445337,0.085496,0.056487,1.109926,0.134816
博瑞传播,2.496262,0.233956,44.542852,0.581453,0.196337,0.145973,-0.231775,0.006675
亚泰集团,0.93863,0.617015,14.885811,0.317274,0.064085,0.045237,0.13921,0.279904
华联矿业,0.580382,0.749401,12.406098,0.513469,-0.217392,-0.019501,27.860815,0.051955
博闻科技,1.557782,0.18759,2.877146,0.095199,0.004527,0.009059,-6.853087,0.313978
杉杉股份,1.244812,0.460836,6.048359,0.658272,0.071066,0.058653,0.073824,-0.034409
宏发股份,0.595995,0.84952,12.454018,0.788938,-0.390115,-0.015353,-44.287557,0.058888
国投电力,0.689294,0.670119,10.324751,0.360161,0.027804,0.04376,-2.222039,0.012684
伊利股份,0.660632,0.726024,109.954125,1.838514,-0.538086,-0.146196,6.032094,0.157913
新疆众和,4.176023,0.281959,21.976285,0.402333,0.057548,0.051227,-2.20155,0.646879
南京化纤,0.510664,0.634798,19.564686,0.247851,0.002974,0.038362,-0.934018,0.072495
中房股份,3.357984,0.286955,,0.079161,-0.093737,-0.063578,2.34465,-0.192601
秋林集团,0.458219,0.783563,10936.3114,0.257384,0.025072,0.020411,-0.921991,0.055869
宝诚股份,0.327348,1.074272,9.262034,0.741292,-0.580231,0.052619,65.986948,0.019388
中航动力,1.116656,0.769953,5.370736,0.604519,0.081942,0.04811,-0.045717,0.266739
广日股份,0.742237,0.86663,33.801964,1.773527,-1.722417,-0.202087,-774.181505,-0.054106
张江高科,1.140236,0.490743,5.5712,0.164864,0.120031,0.080084,-0.626446,0.29615
中海海盛,2.834582,0.289113,19.067976,0.49067,0.10191,0.07228,-2.677375,-0.034966
厦门空港,0.919276,0.237059,3.231489,0.389475,0.171481,0.128319,-0.013127,0.12311
三联商社,1.056261,0.723885,81.329841,1.731716,-0.40668,-0.111517,-19.505334,-0.120484
长江电力,0.620734,0.349369,5.686826,0.152532,0.104623,0.083689,-0.728947,-0.102227
渤海活塞,1.039142,0.710724,6.406441,0.652935,0.044212,0.05284,0.032508,0.195967
株冶集团,1.282591,0.595854,151.853134,1.718016,0.009072,0.023017,12.571225,-0.228688
国投中鲁,1.676984,0.36985,13.982815,0.759911,0.059606,0.074853,9.931838,-0.223314
岳阳林纸,1.222868,0.603439,10.328604,0.442356,0.047596,0.039623,-1.763052,0.090837
福成五丰,1.865272,0.230866,9.1069,0.907746,0.037187,0.037631,-0.157849,0.004001
博汇纸业,1.670965,0.385405,12.688286,0.751565,0.10667,0.084632,-0.99031,0.037438
北方创业,1.143712,0.595658,8.29404,0.883579,0.056247,0.02696,11.314326,0.407002
郴电国际,1.144245,0.736642,14.876242,0.533711,-0.236265,-0.032956,-3.576821,0.065437
中材国际,1.020176,0.915842,12.771909,0.743667,0.315847,0.033672,-0.222874,0.936515
恒源煤电,0.742317,0.654899,10.796332,0.427031,0.18696,0.068707,1.372211,0.142917
宝胜股份,1.232522,0.676993,3.708351,1.948977,0.006819,0.039424,-6.743059,0.013208
新五丰,2.236255,0.242309,46.404592,1.317157,0.019877,0.023773,-4.842417,-0.059604
健民集团,1.882543,0.343214,6.778101,0.720732,0.020424,0.017394,-0.13757,0.308611
宜华木业,1.743937,0.316068,3.102134,0.47135,0.070793,0.080654,-0.722176,-0.067454
广安爱众,0.291429,0.67372,18.70887,0.416227,0.089626,0.063196,-0.394537,0.070482
北矿磁材,2.121183,0.257757,5.350372,0.538817,0.012527,0.024181,-0.820548,-0.131444
汇鸿集团,1.326685,0.542877,18.940445,2.736678,0.071329,0.038902,-0.005463,-0.26079
宁波热电,1.377382,0.314189,16.983467,1.501369,0.071539,0.06176,0.905025,0.049094
惠而浦,1.832698,0.424097,15.283249,0.96098,0.17712,0.094943,0.704671,0.460045
*ST 建机,1.077114,0.618947,2.94198,0.553262,-0.229247,-0.057067,0.449403,0.036164
雷鸣科化,6.740121,0.108381,9.000814,0.756841,0.073406,0.060599,0.299076,-0.050836
科达股份,1.306958,0.618402,1.328694,0.282348,0.017259,0.027213,-0.866262,-0.059458
航民股份,2.452473,0.171427,18.198402,1.156164,0.110178,0.09429,0.73652,0.01257
赤峰黄金,0.218884,1.100881,1.107855,0.18448,1.080669,-0.049487,0.078971,-0.018234
四创电子,2.076713,0.327511,3.562925,0.589187,0.062435,0.046617,1.030099,0.030099
广汽长丰,0.602774,0.605884,40.978038,0.78833,0.063062,0.061973,-1.125338,0.045928
贵绳股份,2.393784,0.349906,10.985766,1.078059,0.041327,0.023548,-0.813055,-0.022859
马应龙,2.969578,0.250638,8.050406,0.696223,0.082619,0.061926,-0.827991,0.065259
文山电力,0.391596,0.459092,40.560943,0.678418,0.180359,0.116841,-0.105543,0.119618
开滦股份,1.089682,0.572955,13.22894,0.801366,0.171278,0.089582,-1.822009,0.601975
大同煤业,1.65981,0.349193,31.393851,0.651832,0.32369,0.217894,0.168766,0.541128
晋亿实业,1.579257,0.406567,7.166259,0.608785,0.048061,0.034588,-1.392468,0.137815
柳钢股份,0.776702,0.654183,153.232614,2.125891,0.003265,0.03597,2.361394,-0.001592
重庆钢铁,1.323437,0.545677,78.641384,1.329375,0.105988,0.068663,-1.633542,0.132207
大秦铁路,0.329849,0.35409,34.433146,0.361963,0.165661,0.109446,-0.398299,0.22143
金陵饭店,3.533516,0.132007,25.124072,0.327849,0.062144,0.0485,-0.129968,0.086906
连云港,0.794167,0.313526,8.50763,0.411424,0.061952,0.056433,-0.714144,0.139501
南京银行,,0.878924,,0.030103,0.12834,,-0.428031,0.231942
中国神华,1.826378,0.374513,14.236944,0.384807,0.171213,0.120974,-0.442512,0.155
太平洋,,0.604952,,0.112441,-0.467628,,0.238599,-0.291979
中国国航,0.216095,0.794863,25.537827,0.535604,-0.456452,-0.089836,3.266127,0.116993
兴业银行,,0.951981,1.549914,0.028272,0.232243,,-0.320553,0.199174
西部矿业,1.955724,0.382151,25.638268,0.724938,0.054051,0.042285,-2.636714,0.102712
北京银行,,0.918916,2.739511,0.027949,0.160189,,-0.308872,0.177284
中国铁建,1.128349,0.78055,6.927915,1.027438,0.076733,0.021662,0.541022,0.403013
中国平安,,0.884872,,0.162584,0.010716,,-1.179373,0.086431
交通银行,,0.945621,,0.027943,0.195823,,-0.225775,0.273161
广深铁路,0.714776,0.22412,42.965151,0.404071,0.054004,0.048177,-0.618385,0.05387
中国中铁,1.161584,0.757652,4.673926,0.930675,0.023475,0.02605,-0.48669,0.164336
工商银行,,0.937778,,0.031497,0.183074,,-0.359033,0.123599
北辰实业,2.119523,0.656243,74.750283,0.163208,0.068411,0.025041,1.054812,0.255454
中国铝业,1.104969,0.555833,58.433863,0.566128,0.002631,0.013967,-16.022308,0.280397
中国太保,,0.845869,,0.240806,0.028744,,0.557517,0.033591
中国人寿,,0.862769,,0.275467,0.075102,,-2.296689,0.106818
平煤股份,1.48501,0.418385,47.777186,1.062546,0.280562,0.163399,-0.19847,0.362881
潞安环能,1.026754,0.515603,24.78727,0.968736,0.366264,0.185896,0.396242,0.140131
上海电气,1.257134,0.659122,5.159499,0.721408,0.136413,0.046637,,0.079711
中国中车,1.315204,0.589403,5.96575,0.786309,0.090248,0.042747,,0.389992
中海油服,0.810139,0.65058,4.544841,0.219387,0.156696,0.061214,-0.709232,1.453936
中国石油,0.860537,0.290548,63.926116,0.896431,0.148569,0.107282,-0.371467,0.117633
中海集运,1.586377,0.354816,13.9144,0.698038,0.004786,0.013899,0.000087,-0.051544
招商轮船,2.036715,0.332199,54.962705,0.223799,0.133771,0.092041,-1.239966,0.100431
中煤能源,3.957019,0.280435,11.543128,0.543573,0.112296,0.075258,-0.539451,0.605153
紫金矿业,1.422818,0.268462,52.723134,0.647801,0.203035,0.15227,-0.405384,0.560646
国投新集,0.63087,0.607909,16.540846,0.373742,0.208464,0.099852,0.335409,0.193334
中国远洋,1.839171,0.476506,21.747493,0.984631,0.195107,0.107753,-2.504385,0.02278
建设银行,,0.938116,,0.034907,0.198138,,-0.672532,0.145082
金钼股份,16.465429,0.056694,37.367533,0.405978,0.204266,0.182434,-0.787027,1.571537
中国银行,,0.928993,,0.031639,0.131753,,-0.81011,0.160142
大唐发电,0.28444,0.805756,9.428907,0.234204,0.020176,0.026635,-2.05794,0.315025
中信银行,,0.919731,,0.03307,0.139702,,-0.784581,0.174639
出版传媒,2.600193,0.298546,3.953851,0.605508,0.083352,0.049393,2.144828,0.042186
锦旅Ｂ股,1.385642,0.344568,38.565421,1.477662,0.026293,0.014369,-0.902442,-0.404473
阳晨Ｂ股,0.95392,0.59541,32.589078,0.105587,0.016414,0.021116,-1.000871,0.434048
汇丽B,0.227025,0.583679,8.228708,0.384415,-0.448249,-0.177866,-21.824179,-0.225134
伊泰Ｂ股,0.8906,0.596723,11.898325,0.525971,0.417376,0.184095,0.188983,0.507119
东电Ｂ股,0.649482,0.49753,13.437042,0.458531,-0.008323,0.019029,0.009229,-0.221999
新城Ｂ股,1.469054,0.825921,50.057727,0.369807,0.212211,0.041692,6.487191,0.124594
大化B股,0.436284,0.419161,46.928789,0.628522,0.017341,0.01002,-2.291637,-0.015039
凯马B,0.727943,0.714713,12.704449,1.6109,0.070496,0.03064,-12.731003,0.025003
东贝Ｂ股,0.882988,0.710362,5.682606,0.96256,0.104348,0.065158,2.564062,0.107554
凌云Ｂ股,0.891828,0.30177,28.667833,0.191242,0.017025,0.0255,-2.752613,0.00548
